#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 33.05 33.42 33.67
8.30 594 33.13 33.44 33.67
8.50 272 33.19 33.45 33.68
8.70 117 33.24 33.46 33.67
8.90 65 33.29 33.48 33.59
9.10 19 33.21 33.36 33.60
