#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 32.80 33.20 33.51
8.30 9746 32.93 33.26 33.53
8.50 5791 33.02 33.29 33.53
8.70 3269 33.06 33.29 33.52
8.90 1646 33.09 33.29 33.51
9.10 851 33.06 33.25 33.43
9.30 352 32.94 33.16 33.37
9.50 162 32.85 33.05 33.23
9.70 79 32.62 32.84 33.10
9.90 25 32.42 32.66 32.91
