#quantity: log10(EW/Angstrom)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 1.87 2.14 2.34
8.30 2525 1.97 2.19 2.35
8.50 1406 2.02 2.22 2.36
8.70 752 2.11 2.25 2.37
8.90 334 2.17 2.27 2.37
9.10 144 2.17 2.28 2.38
9.30 69 2.20 2.29 2.40
9.50 22 2.20 2.26 2.34
