#quantity: log10(EW/Angstrom)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 1.71 2.05 2.27
8.30 31348 1.84 2.11 2.29
8.50 20316 1.94 2.15 2.30
8.70 12322 2.02 2.19 2.32
8.90 7148 2.08 2.22 2.33
9.10 3907 2.12 2.23 2.33
9.30 2051 2.13 2.24 2.33
9.50 1003 2.13 2.24 2.33
9.70 428 2.09 2.21 2.30
9.90 216 2.03 2.15 2.27
10.10 81 1.94 2.12 2.22
10.30 33 1.82 1.99 2.10
