#quantity: log10(EW/Angstrom)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 2.06 2.26 2.42
8.30 128 2.10 2.27 2.40
8.50 52 2.08 2.31 2.43
8.70 18 2.24 2.37 2.45
8.90 11 2.32 2.39 2.44
