#quantity: log10[(L/M*)/erg/s/Msun]
#line: OII3726-OII3729
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 32.32 32.62 32.87
8.30 2525 32.41 32.66 32.86
8.50 1406 32.45 32.69 32.88
8.70 752 32.51 32.70 32.88
8.90 334 32.53 32.68 32.83
9.10 144 32.46 32.60 32.79
9.30 69 32.36 32.52 32.74
9.50 22 32.26 32.41 32.54
