#quantity: log10[(L/M*)/erg/s/Msun]
#line: OII3726-OII3729
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 32.55 32.86 33.08
8.30 128 32.59 32.81 32.98
8.50 52 32.62 32.83 33.04
8.70 18 32.72 32.84 33.03
8.90 11 32.77 32.89 32.96
