#quantity: log10(EW/Angstrom)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 1.69 1.93 2.14
43.60 2641 1.91 2.11 2.29
43.80 2955 2.05 2.22 2.36
44.00 1889 2.15 2.27 2.39
44.20 762 2.20 2.31 2.41
44.40 201 2.23 2.33 2.41
44.60 39 2.28 2.33 2.43
