#quantity: log10(EW/Angstrom)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 1.72 1.98 2.18
43.60 32284 1.91 2.11 2.27
43.80 27929 2.03 2.18 2.31
44.00 17473 2.11 2.23 2.34
44.20 7842 2.17 2.27 2.36
44.40 2495 2.20 2.30 2.39
44.60 520 2.20 2.31 2.39
44.80 88 2.21 2.31 2.41
