#quantity: log10(EW/Angstrom)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.60 18 2.07 2.21 2.38
43.80 38 2.12 2.30 2.43
44.00 22 2.21 2.36 2.49
44.20 12 2.32 2.41 2.46
