#quantity: log10[(L/M*)/erg/s/Msun]
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 32.16 32.55 32.86
8.30 9746 32.28 32.60 32.87
8.50 5791 32.35 32.62 32.86
8.70 3269 32.38 32.62 32.84
8.90 1646 32.40 32.60 32.82
9.10 851 32.33 32.54 32.73
9.30 352 32.20 32.43 32.66
9.50 162 32.09 32.32 32.51
9.70 79 31.86 32.06 32.36
9.90 25 31.65 31.91 32.16
