#quantity: log10[(L/M*)/erg/s/Msun]
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 32.29 32.66 32.94
8.30 2525 32.38 32.68 32.92
8.50 1406 32.41 32.70 32.91
8.70 752 32.46 32.68 32.88
8.90 334 32.47 32.64 32.81
9.10 144 32.37 32.53 32.75
9.30 69 32.26 32.45 32.71
9.50 22 32.16 32.31 32.47
