#quantity: log10[(L/M*)/erg/s/Msun]
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 32.01 32.44 32.76
8.30 31348 32.14 32.49 32.76
8.50 20316 32.22 32.51 32.75
8.70 12322 32.27 32.51 32.73
8.90 7148 32.28 32.49 32.70
9.10 3907 32.25 32.43 32.63
9.30 2051 32.16 32.34 32.55
9.50 1003 32.03 32.22 32.43
9.70 428 31.86 32.06 32.30
9.90 216 31.65 31.87 32.17
10.10 81 31.45 31.75 32.00
10.30 33 31.13 31.39 31.71
