#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 32.60 32.93 33.21
8.30 9746 32.66 32.95 33.20
8.50 5791 32.69 32.93 33.16
8.70 3269 32.68 32.90 33.12
8.90 1646 32.67 32.86 33.08
9.10 851 32.60 32.79 32.98
9.30 352 32.47 32.68 32.91
9.50 162 32.36 32.59 32.77
9.70 79 32.17 32.36 32.62
9.90 25 31.97 32.18 32.40
