#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 32.84 33.14 33.35
8.30 594 32.85 33.11 33.33
8.50 272 32.84 33.09 33.30
8.70 117 32.86 33.06 33.24
8.90 65 32.85 33.02 33.20
9.10 19 32.76 32.89 33.17
