#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 32.95 33.20 33.47
8.30 128 32.90 33.14 33.31
8.50 52 32.89 33.12 33.35
8.70 18 32.92 33.09 33.29
8.90 11 32.96 33.13 33.23
