#quantity: log10[(L/M*)/erg/s/Msun]
#line: NeIII3967
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 31.77 32.14 32.42
8.30 2525 31.86 32.17 32.40
8.50 1406 31.89 32.18 32.39
8.70 752 31.94 32.17 32.37
8.90 334 31.95 32.13 32.30
9.10 144 31.85 32.02 32.24
9.30 69 31.75 31.94 32.20
9.50 22 31.65 31.80 31.96
