#quantity: log10[(L/M*)/erg/s/Msun]
#line: NeIII3967
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 31.49 31.93 32.24
8.30 31348 31.62 31.97 32.24
8.50 20316 31.70 31.99 32.24
8.70 12322 31.75 31.99 32.22
8.90 7148 31.76 31.98 32.18
9.10 3907 31.73 31.92 32.11
9.30 2051 31.64 31.83 32.03
9.50 1003 31.52 31.71 31.92
9.70 428 31.35 31.54 31.78
9.90 216 31.14 31.36 31.66
10.10 81 30.94 31.24 31.49
10.30 33 30.62 30.88 31.19
