#quantity: log10[(L/M*)/erg/s/Msun]
#line: NeIII3967
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 32.02 32.37 32.62
8.30 128 32.03 32.31 32.49
8.50 52 32.07 32.29 32.55
8.70 18 32.16 32.30 32.52
8.90 11 32.20 32.37 32.44
