#quantity: log10(EW/Angstrom)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 2.19 2.44 2.65
43.60 2641 2.42 2.61 2.79
43.80 2955 2.56 2.72 2.86
44.00 1889 2.65 2.77 2.89
44.20 762 2.71 2.82 2.91
44.40 201 2.73 2.83 2.92
44.60 39 2.79 2.84 2.93
