#quantity: log10(EW/Angstrom)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 2.26 2.49 2.69
43.60 10074 2.44 2.63 2.80
43.80 9326 2.57 2.72 2.86
44.00 6001 2.66 2.78 2.90
44.20 2632 2.72 2.83 2.93
44.40 776 2.77 2.87 2.95
44.60 157 2.79 2.86 2.92
44.80 15 2.60 2.83 2.97
