#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 32.80 33.17 33.46
8.30 31348 32.86 33.17 33.43
8.50 20316 32.89 33.15 33.39
8.70 12322 32.90 33.13 33.35
8.90 7148 32.88 33.08 33.29
9.10 3907 32.84 33.02 33.21
9.30 2051 32.75 32.93 33.14
9.50 1003 32.64 32.82 33.02
9.70 428 32.48 32.68 32.90
9.90 216 32.29 32.51 32.77
10.10 81 32.14 32.41 32.63
10.30 33 31.92 32.10 32.34
