#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 33.27 33.53 33.79
8.30 128 33.22 33.47 33.64
8.50 52 33.22 33.45 33.68
8.70 18 33.25 33.43 33.62
8.90 11 33.29 33.46 33.56
