#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 33.05 33.37 33.61
8.30 2525 33.09 33.35 33.58
8.50 1406 33.08 33.34 33.54
8.70 752 33.09 33.30 33.49
8.90 334 33.08 33.25 33.40
9.10 144 32.98 33.13 33.33
9.30 69 32.91 33.06 33.29
9.50 22 32.78 32.95 33.09
