#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 33.16 33.46 33.67
8.30 594 33.17 33.43 33.66
8.50 272 33.17 33.42 33.63
8.70 117 33.18 33.39 33.57
8.90 65 33.19 33.36 33.52
9.10 19 33.10 33.23 33.51
