#quantity: log10[(L/M*)/erg/s/Msun]
#line: NII6583
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 31.22 31.53 31.78
8.30 2525 31.33 31.58 31.79
8.50 1406 31.39 31.63 31.83
8.70 752 31.49 31.68 31.85
8.90 334 31.56 31.71 31.86
9.10 144 31.53 31.70 31.86
9.30 69 31.54 31.67 31.84
9.50 22 31.50 31.58 31.71
