#quantity: log10[(L/M*)/erg/s/Msun]
#line: NII6583
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 31.47 31.76 31.98
8.30 128 31.51 31.74 31.93
8.50 52 31.57 31.81 32.00
8.70 18 31.69 31.87 32.02
8.90 11 31.84 31.90 31.97
