#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 1.91 2.08 2.22
43.60 32284 2.02 2.17 2.29
43.80 27929 2.07 2.21 2.33
44.00 17473 2.09 2.21 2.33
44.20 7842 2.12 2.22 2.32
44.40 2495 2.14 2.23 2.31
44.60 520 2.13 2.22 2.30
44.80 88 2.13 2.23 2.30
