#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 1.93 2.07 2.18
43.60 536 2.08 2.19 2.30
43.80 712 2.18 2.28 2.37
44.00 445 2.21 2.31 2.40
44.20 196 2.25 2.33 2.39
44.40 55 2.25 2.33 2.40
