#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 1.92 2.02 2.14
43.60 87 2.11 2.19 2.30
43.80 171 2.16 2.27 2.36
44.00 115 2.25 2.34 2.43
44.20 43 2.28 2.35 2.41
