#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.60 18 2.14 2.22 2.28
43.80 38 2.22 2.28 2.39
44.00 22 2.28 2.35 2.43
44.20 12 2.31 2.39 2.43
