#quantity: log10(L^line/L^FUV)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -1.95 -1.83 -1.72
43.60 2641 -1.83 -1.72 -1.64
43.80 2955 -1.75 -1.67 -1.60
44.00 1889 -1.71 -1.63 -1.56
44.20 762 -1.66 -1.59 -1.50
44.40 201 -1.65 -1.57 -1.46
44.60 39 -1.59 -1.55 -1.48
