#quantity: log10(L^line/L^FUV)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -1.93 -1.81 -1.71
43.60 536 -1.81 -1.72 -1.64
43.80 712 -1.73 -1.66 -1.59
44.00 445 -1.67 -1.61 -1.54
44.20 196 -1.64 -1.57 -1.49
44.40 55 -1.61 -1.54 -1.43
