#quantity: log10(L^line/L^FUV)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -1.92 -1.79 -1.68
43.60 10074 -1.81 -1.71 -1.62
43.80 9326 -1.74 -1.65 -1.58
44.00 6001 -1.68 -1.61 -1.53
44.20 2632 -1.64 -1.56 -1.46
44.40 776 -1.60 -1.51 -1.41
44.60 157 -1.58 -1.51 -1.43
44.80 15 -1.61 -1.53 -1.43
