#quantity: log10(L^line/L^FUV)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -1.91 -1.77 -1.67
43.60 32284 -1.81 -1.71 -1.63
43.80 27929 -1.75 -1.66 -1.59
44.00 17473 -1.69 -1.62 -1.54
44.20 7842 -1.65 -1.57 -1.47
44.40 2495 -1.62 -1.54 -1.44
44.60 520 -1.60 -1.52 -1.45
44.80 88 -1.59 -1.50 -1.43
