#quantity: log10(EW/Angstrom)
#line: SII6731-SII6716
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 0.70 0.95 1.13
8.30 31348 0.81 1.01 1.17
8.50 20316 0.90 1.07 1.20
8.70 12322 0.98 1.12 1.23
8.90 7148 1.05 1.17 1.26
9.10 3907 1.11 1.20 1.29
9.30 2051 1.14 1.23 1.31
9.50 1003 1.17 1.26 1.33
9.70 428 1.17 1.25 1.33
9.90 216 1.13 1.22 1.30
10.10 81 1.10 1.19 1.28
10.30 33 1.01 1.09 1.18
