#quantity: log10(EW/Angstrom)
#line: SII6731-SII6716
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 0.85 1.05 1.21
8.30 2525 0.94 1.10 1.24
8.50 1406 1.00 1.14 1.26
8.70 752 1.09 1.20 1.29
8.90 334 1.13 1.24 1.32
9.10 144 1.17 1.26 1.35
9.30 69 1.21 1.31 1.36
9.50 22 1.26 1.29 1.35
