#quantity: log10(L^line/L^FUV)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -2.59 -2.36 -2.17
43.60 2641 -2.41 -2.23 -2.07
43.80 2955 -2.29 -2.14 -2.01
44.00 1889 -2.20 -2.07 -1.95
44.20 762 -2.13 -1.99 -1.87
44.40 201 -2.08 -1.96 -1.83
44.60 39 -2.01 -1.94 -1.85
