#quantity: log10(L^line/L^FUV)
#line: OIII4959
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -2.52 -2.30 -2.11
43.60 10074 -2.37 -2.19 -2.04
43.80 9326 -2.26 -2.11 -1.98
44.00 6001 -2.16 -2.03 -1.90
44.20 2632 -2.08 -1.95 -1.83
44.40 776 -2.01 -1.89 -1.78
44.60 157 -1.99 -1.88 -1.78
44.80 15 -2.09 -1.89 -1.80
