#quantity: log10(EW/Angstrom)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 2.63 2.78 2.90
43.60 2641 2.78 2.92 3.04
43.80 2955 2.86 2.99 3.10
44.00 1889 2.88 3.01 3.11
44.20 762 2.91 3.00 3.09
44.40 201 2.92 3.00 3.07
44.60 39 2.93 3.00 3.08
