#quantity: log10(EW/Angstrom)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 2.63 2.81 2.94
43.60 32284 2.74 2.90 3.02
43.80 27929 2.79 2.93 3.06
44.00 17473 2.80 2.93 3.05
44.20 7842 2.82 2.94 3.04
44.40 2495 2.84 2.95 3.04
44.60 520 2.84 2.94 3.02
44.80 88 2.84 2.95 3.02
