#quantity: log10(L^line/L^FUV)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -0.97 -0.84 -0.73
43.60 2641 -0.85 -0.75 -0.66
43.80 2955 -0.80 -0.71 -0.62
44.00 1889 -0.80 -0.70 -0.62
44.20 762 -0.80 -0.72 -0.64
44.40 201 -0.80 -0.73 -0.67
44.60 39 -0.80 -0.72 -0.66
