#quantity: log10(L^line/L^FUV)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -0.94 -0.80 -0.68
43.60 32284 -0.86 -0.74 -0.65
43.80 27929 -0.83 -0.72 -0.64
44.00 17473 -0.83 -0.73 -0.65
44.20 7842 -0.83 -0.74 -0.67
44.40 2495 -0.82 -0.74 -0.68
44.60 520 -0.84 -0.75 -0.70
44.80 88 -0.82 -0.75 -0.70
