#quantity: log10(L^line/L^FUV)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -0.94 -0.81 -0.70
43.60 10074 -0.85 -0.74 -0.65
43.80 9326 -0.81 -0.70 -0.62
44.00 6001 -0.80 -0.71 -0.62
44.20 2632 -0.80 -0.71 -0.63
44.40 776 -0.79 -0.71 -0.64
44.60 157 -0.79 -0.72 -0.66
44.80 15 -0.86 -0.78 -0.68
