#quantity: log10(L^line/L^FUV)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -0.94 -0.82 -0.74
43.60 536 -0.84 -0.75 -0.66
43.80 712 -0.76 -0.69 -0.63
44.00 445 -0.75 -0.68 -0.61
44.20 196 -0.74 -0.68 -0.61
44.40 55 -0.75 -0.70 -0.64
