#quantity: log10(EW/Angstrom)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 0.91 1.06 1.18
8.30 128 0.95 1.06 1.14
8.50 52 0.91 1.06 1.15
8.70 18 1.00 1.06 1.14
8.90 11 1.01 1.08 1.11
