#quantity: log10(EW/Angstrom)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 0.69 0.95 1.10
8.30 31348 0.79 0.98 1.10
8.50 20316 0.84 1.00 1.10
8.70 12322 0.89 1.01 1.10
8.90 7148 0.90 1.01 1.09
9.10 3907 0.91 1.00 1.07
9.30 2051 0.89 0.98 1.05
9.50 1003 0.86 0.95 1.03
9.70 428 0.81 0.91 1.00
9.90 216 0.75 0.87 0.98
10.10 81 0.69 0.81 0.91
10.30 33 0.62 0.75 0.82
