#quantity: log10(EW/Angstrom)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 0.78 0.99 1.13
8.30 2525 0.85 1.01 1.12
8.50 1406 0.88 1.02 1.12
8.70 752 0.92 1.02 1.11
8.90 334 0.93 1.01 1.09
9.10 144 0.91 0.99 1.08
9.30 69 0.93 1.00 1.08
9.50 22 0.86 0.95 1.00
