#quantity: log10(L^line/L^FUV)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -2.70 -2.58 -2.48
43.60 536 -2.58 -2.49 -2.41
43.80 712 -2.50 -2.43 -2.36
44.00 445 -2.45 -2.39 -2.33
44.20 196 -2.42 -2.35 -2.29
44.40 55 -2.39 -2.32 -2.26
