#quantity: log10(L^line/L^FUV)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -2.69 -2.56 -2.46
43.60 10074 -2.58 -2.48 -2.40
43.80 9326 -2.51 -2.43 -2.36
44.00 6001 -2.46 -2.39 -2.32
44.20 2632 -2.42 -2.35 -2.28
44.40 776 -2.39 -2.31 -2.24
44.60 157 -2.38 -2.32 -2.25
44.80 15 -2.43 -2.35 -2.26
