#quantity: log10(L^line/L^FUV)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -2.72 -2.60 -2.49
43.60 2641 -2.60 -2.50 -2.41
43.80 2955 -2.53 -2.45 -2.38
44.00 1889 -2.48 -2.41 -2.34
44.20 762 -2.44 -2.37 -2.31
44.40 201 -2.43 -2.37 -2.29
44.60 39 -2.39 -2.35 -2.30
