#quantity: log10(L^line/L^FUV)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -2.68 -2.55 -2.44
43.60 32284 -2.59 -2.48 -2.40
43.80 27929 -2.52 -2.44 -2.37
44.00 17473 -2.47 -2.40 -2.33
44.20 7842 -2.44 -2.37 -2.30
44.40 2495 -2.42 -2.34 -2.28
44.60 520 -2.41 -2.34 -2.28
44.80 88 -2.40 -2.33 -2.27
