#quantity: log10(EW/Angstrom)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 2.21 2.56 2.77
8.30 31348 2.35 2.62 2.79
8.50 20316 2.45 2.66 2.81
8.70 12322 2.52 2.69 2.82
8.90 7148 2.58 2.72 2.84
9.10 3907 2.62 2.74 2.84
9.30 2051 2.64 2.74 2.84
9.50 1003 2.64 2.75 2.83
9.70 428 2.60 2.71 2.81
9.90 216 2.54 2.66 2.78
10.10 81 2.45 2.63 2.72
10.30 33 2.33 2.50 2.61
