#quantity: log10(EW/Angstrom)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 2.31 2.61 2.82
8.30 9746 2.44 2.67 2.84
8.50 5791 2.53 2.72 2.87
8.70 3269 2.59 2.75 2.89
8.90 1646 2.65 2.79 2.91
9.10 851 2.69 2.80 2.90
9.30 352 2.69 2.80 2.90
9.50 162 2.70 2.80 2.88
9.70 79 2.62 2.74 2.86
9.90 25 2.54 2.70 2.83
