#quantity: log10(EW/Angstrom)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 2.45 2.71 2.87
8.30 594 2.55 2.74 2.88
8.50 272 2.60 2.79 2.91
8.70 117 2.71 2.82 2.91
8.90 65 2.77 2.85 2.93
9.10 19 2.75 2.84 2.94
