#quantity: log10(EW/Angstrom)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 2.56 2.76 2.92
8.30 128 2.60 2.77 2.90
8.50 52 2.58 2.82 2.93
8.70 18 2.74 2.87 2.95
8.90 11 2.82 2.89 2.94
