#quantity: log10(L^line/L^FUV)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -2.36 -2.22 -2.12
43.60 32284 -2.26 -2.16 -2.08
43.80 27929 -2.20 -2.11 -2.04
44.00 17473 -2.15 -2.08 -2.00
44.20 7842 -2.11 -2.04 -1.96
44.40 2495 -2.09 -2.01 -1.94
44.60 520 -2.07 -2.00 -1.94
44.80 88 -2.08 -1.99 -1.93
