#quantity: log10(L^line/L^FUV)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 -2.39 -2.30 -2.19
43.60 87 -2.24 -2.16 -2.10
43.80 171 -2.19 -2.11 -2.05
44.00 115 -2.12 -2.06 -2.01
44.20 43 -2.07 -2.03 -1.96
