#quantity: log10(L^line/L^FUV)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -2.40 -2.28 -2.17
43.60 2641 -2.28 -2.17 -2.09
43.80 2955 -2.21 -2.12 -2.05
44.00 1889 -2.16 -2.08 -2.02
44.20 762 -2.12 -2.04 -1.98
44.40 201 -2.10 -2.04 -1.95
44.60 39 -2.06 -2.01 -1.97
