#quantity: log10(L^line/L^FUV)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -2.38 -2.26 -2.16
43.60 536 -2.26 -2.17 -2.09
43.80 712 -2.18 -2.11 -2.04
44.00 445 -2.13 -2.07 -2.00
44.20 196 -2.09 -2.03 -1.96
44.40 55 -2.06 -2.00 -1.92
