#quantity: log10(L^line/L^FUV)
#line: SII6731-SII6716
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -3.84 -3.69 -3.53
43.60 536 -3.74 -3.59 -3.45
43.80 712 -3.65 -3.53 -3.40
44.00 445 -3.58 -3.46 -3.31
44.20 196 -3.56 -3.36 -3.16
44.40 55 -3.46 -3.31 -3.12
