#quantity: log10(L^line/L^FUV)
#line: SII6731-SII6716
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 -3.72 -3.62 -3.53
43.60 87 -3.71 -3.58 -3.41
43.80 171 -3.65 -3.52 -3.37
44.00 115 -3.58 -3.46 -3.34
44.20 43 -3.53 -3.38 -3.20
